## Voici un spectre de photoluminescence, 
## première colonne: longueur d'onde (nm),
## seconde colonne: intensité (après soustraction du "dark"), en "coups".
## Les pics vers 800 nm sont la luminescence émise par des puits quantiques de GaAs dans AlGaAs."
## Le AlGaAs étant un semi conducteur utilisé dans la fabrication de diode qui émettent dans le rouge/# infrarouge sous l'effet d'un courant électrique (d'ou la présence d'un pic de valeur aux alentours de 800 nm)
## Les premières lignes du fichier correspondent au set-up du logiciel qui a enregistré les mesures. 
## OOIBase32 Version 2.0.2.2 Data File
## ++++++++++++++++++++++++++++++++++++
# Date: 10-31-2006, 14:09:55
# User: Valued Ocean Optics Customer
# Spectrometer Serial Number: USB2G7185
# Spectrometer Channel: Master
# Integration Time (msec): 10000
# Spectra Averaged: 1
# Boxcar Smoothing: 0
# Correct for Electrical Dark: Disabled
# Time Normalized: Disabled
# Dual-beam Reference: Disabled
# Reference Channel: Master
# Temperature: Not acquired
# Spectrometer Type: S2000
# ADC Type: USB2000
# Number of Pixels in File: 2048
# Graph Title:
# >>>>>Begin Spectral Data<<<<<
400.62	4.000
400.99	1.000
401.36	5.000
401.74	-5.000
402.11	-11.000
402.48	-1.000
402.85	3.000
403.23	-1.000
403.60	-11.000
403.97	1.000
404.35	-6.000
404.72	-4.000
405.09	-13.000
405.46	2.000
405.84	4.000
406.21	7.000
406.58	-8.000
406.95	5.000
407.33	6.000
407.70	10.000
408.07	3.000
408.44	9.000
408.82	-3.000
409.19	-3.000
409.56	0.000
409.93	2.000
410.31	2.000
410.68	6.000
411.05	-9.000
411.42	5.000
411.79	-2.000
412.17	2.000
412.54	-3.000
412.91	-12.000
413.28	3.000
413.65	-1.000
414.03	-2.000
414.40	1.000
414.77	2.000
415.14	4.000
415.51	-2.000
415.89	-2.000
416.26	0.000
416.63	-9.000
417.00	0.000
417.37	-7.000
417.74	-5.000
418.11	-20.000
418.49	7.000
418.86	-13.000
419.23	3.000
419.60	5.000
419.97	-3.000
420.34	6.000
420.71	-11.000
421.08	10.000
421.46	-2.000
421.83	-5.000
422.20	-6.000
422.57	-1.000
422.94	-8.000
423.31	4.000
423.68	-6.000
424.05	4.000
424.42	-3.000
424.79	0.000
425.16	-4.000
425.53	7.000
425.91	-4.000
426.28	-33.000
426.65	-1.000
427.02	-9.000
427.39	-1.000
427.76	-9.000
428.13	-9.000
428.50	-2.000
428.87	6.000
429.24	-13.000
429.61	-2.000
429.98	4.000
430.35	2.000
430.72	8.000
431.09	5.000
431.46	5.000
431.83	-11.000
432.20	-1.000
432.57	-13.000
432.94	1.000
433.31	-6.000
433.68	-5.000
434.05	-1.000
434.42	-5.000
434.79	8.000
435.16	6.000
435.53	-2.000
435.90	-5.000
436.27	4.000
436.64	5.000
437.01	-10.000
437.38	-1.000
437.74	-3.000
438.11	2.000
438.48	1.000
438.85	0.000
439.22	-12.000
439.59	-8.000
439.96	8.000
440.33	-14.000
440.70	0.000
441.07	-3.000
441.44	-3.000
441.81	3.000
442.17	6.000
442.54	-2.000
442.91	-13.000
443.28	-15.000
443.65	0.000
444.02	-6.000
444.39	1.000
444.76	-10.000
445.12	-1.000
445.49	12.000
445.86	2.000
446.23	6.000
446.60	-2.000
446.97	-7.000
447.34	5.000
447.70	-1.000
448.07	4.000
448.44	0.000
448.81	0.000
449.18	5.000
449.54	4.000
449.91	-6.000
450.28	-8.000
450.65	-5.000
451.02	-4.000
451.38	-6.000
451.75	-4.000
452.12	-7.000
452.49	2.000
452.86	-1.000
453.22	8.000
453.59	-5.000
453.96	1.000
454.33	-2.000
454.69	10.000
